Player;Role;Team;Opponent Team;Opponent Player;Date;Round;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Chovy;MID;GEN;HLE;Zeka;31.08.2024;3;5;v14.16;Summer_Playoffs_24;2;4;5;2;Blue;00:28:57;Sejuani;Ziggs;KSante;Renekton;Smolder;Yone;Win;22;11;4;2;17;6;1;10;16;296;12;0;10.2;13761;475;0.223;45;14;12;5;5;1.55;0.48;0.17;0.41;0.154;23083;14601;5323;3159;797;0.285;0.55;0.727;0;0;0;0;0;309;-16;127;0;0;3552;3552;7334;0;12007;0;9;282;18903;32;6;26;50;150
Peyz;ADCARRY;GEN;HLE;Viper;31.08.2024;3;5;v14.16;Summer_Playoffs_24;2;4;5;2;Blue;00:28:57;Rell;Senna;Kalista;Yone;Kalista;Miss_Fortune;Win;22;11;4;2;16;10;0;8;Perfect_KDA;272;24;0;9.4;16101;556;0.261;38;14;12;5;5;1.31;0.48;0.17;0.41;0.13;26471;19113;5804;1554;914;0.326;0.62;0.818;0;1;1;0;0;1381;31;1640;1;0;11249;11249;10295;0;12437;0;10;373;20756;0;7;22;200;0
Lehends;SUPPORT;GEN;HLE;Delight;31.08.2024;3;5;v14.16;Summer_Playoffs_24;2;4;5;2;Blue;00:28:57;Nautilus;Ashe;Renata_Glasc;Leona;Renata_Glasc;Leona;Win;22;11;4;2;13;1;1;18;19;31;0;0;1.1;8426;291;0.137;126;77;14;16;16;4.35;2.66;0.55;0.48;0.432;6869;1170;4446;1253;237;0.085;0.66;0.864;0;0;0;0;0;-23;-1;259;0;0;3961;3961;4224;0;13734;3615;21;175;20073;12;19;34;0;0
Doran;TOP;HLE;GEN;Kiin;31.08.2024;3;5;v14.16;Summer_Playoffs_24;2;4;5;2;Red;00:28:57;Tristana;Vi;Miss_Fortune;Smolder;Renekton;KSante;Loss;6;3;0;0;14;2;4;2;1;199;2;0;6.9;10084;348;0.207;28;9;8;7;6;0.97;0.31;0.24;0.28;0.118;10747;9002;1745;0;371;0.145;0.14;0.667;0;0;0;0;0;594;-15;-601;0;0;1983;1983;7192;0;27715;0;10;36;29644;126;9;28;0;100
Peanut;JUNGLE;HLE;GEN;Canyon;31.08.2024;3;5;v14.16;Summer_Playoffs_24;2;4;5;2;Red;00:28:57;Rumble;Maokai;Zyra;Nidalee;Zyra;Nidalee;Loss;6;3;0;0;13;2;5;3;1;184;154;0;6.4;9675;334;0.199;56;24;17;5;5;1.93;0.83;0.17;0.59;0.236;23713;300;20748;2665;819;0.319;0.17;0.833;0;0;0;0;0;108;-6;-357;-1;0;113;113;5177;0;10672;0;28;433;19879;169;5;17;150;0
Zeka;MID;HLE;GEN;Chovy;31.08.2024;3;5;v14.16;Summer_Playoffs_24;2;4;5;2;Red;00:28:57;Ziggs;Sejuani;Renekton;KSante;Yone;Smolder;Loss;6;3;0;0;15;0;3;1;0.3;281;8;0;9.7;10827;374;0.222;29;16;10;8;7;1;0.55;0.28;0.35;0.122;13747;8817;2660;2270;475;0.185;0.03;0.167;0;0;0;0;0;-309;16;-127;0;0;3673;3673;5685;0;21931;0;14;166;21138;73;9;28;0;50
Viper;ADCARRY;HLE;GEN;Peyz;31.08.2024;3;5;v14.16;Summer_Playoffs_24;2;4;5;2;Red;00:28:57;Senna;Rell;Yone;Kalista;Miss_Fortune;Kalista;Loss;6;3;0;0;14;2;4;3;1.3;265;19;0;9.2;11754;406;0.242;31;10;9;3;2;1.07;0.35;0.1;0.31;0.131;21893;21291;602;0;756;0.295;0.17;0.833;0;0;0;0;0;-1381;-31;-1640;-1;0;5477;5477;1761;0;15491;0;5;123;9786;109;4;20;0;100
Delight;SUPPORT;HLE;GEN;Lehends;31.08.2024;3;5;v14.16;Summer_Playoffs_24;2;4;5;2;Red;00:28:57;Ashe;Nautilus;Leona;Renata_Glasc;Leona;Renata_Glasc;Loss;6;3;0;0;9;0;6;5;0.8;33;0;0;1.1;6322;218;0.13;93;54;11;18;17;3.21;1.87;0.62;0.38;0.392;4211;986;2466;759;145;0.057;0.17;0.833;0;0;0;0;0;23;1;-259;0;0;0;0;94;0;14658;0;22;60;17067;104;20;33;0;0
Doran;TOP;HLE;GEN;Kiin;31.08.2024;3;5;v14.16;Summer_Playoffs_24;3;4;5;3;Blue;00:31:16;Tristana;Rumble;Azir;Ashe;KSante;Nasus;Loss;5;3;1;1;14;0;4;4;1;196;0;0;6.3;9871;316;0.19;30;13;6;7;7;0.96;0.42;0.22;0.19;0.116;11876;9165;1617;1094;380;0.206;0.13;0.8;0;0;0;0;0;769;11;592;1;0;3272;3272;4398;0;38881;145;34;1895;29749;174;8;27;0;0
Peanut;JUNGLE;HLE;GEN;Canyon;31.08.2024;3;5;v14.16;Summer_Playoffs_24;3;4;5;3;Blue;00:31:16;Nidalee;Smolder;Vi;Corki;Vi;Skarner;Loss;5;3;1;1;15;2;4;2;1;218;185;0;7;10766;344;0.207;47;11;16;9;8;1.5;0.35;0.29;0.51;0.182;7591;6973;41;577;243;0.132;0.13;0.8;0;0;0;0;0;802;16;318;1;1;2483;2483;13122;0;40472;0;19;333;33354;102;10;28;0;100
Zeka;MID;HLE;GEN;Chovy;31.08.2024;3;5;v14.16;Summer_Playoffs_24;3;4;5;3;Blue;00:31:16;Ziggs;Maokai;KSante;Skarner;Azir;Corki;Loss;5;3;1;1;15;0;3;3;1;269;21;0;8.6;11595;371;0.223;46;18;11;9;8;1.47;0.58;0.29;0.35;0.178;22567;429;21893;245;722;0.392;0.1;0.6;0;0;0;0;0;596;0;-542;0;0;2206;2206;3172;0;14378;0;11;202;20076;145;11;31;0;150
Viper;ADCARRY;HLE;GEN;Peyz;31.08.2024;3;5;v14.16;Summer_Playoffs_24;3;4;5;3;Blue;00:31:16;Mordekaiser;Bard;Senna;Nasus;Senna;Ashe;Loss;5;3;1;1;12;2;0;2;Perfect_KDA;53;1;0;1.7;9172;293;0.176;103;48;24;11;11;3.29;1.54;0.35;0.77;0.399;8594;7069;1135;390;275;0.149;0.13;0.8;0;0;0;0;0;-1378;-120;-2931;-3;0;552;552;22049;12124;6951;2891;47;291;13580;0;13;32;650;0
Delight;SUPPORT;HLE;GEN;Lehends;31.08.2024;3;5;v14.16;Summer_Playoffs_24;3;4;5;3;Blue;00:31:16;Udyr;Rakan;Ornn;Renata_Glasc;Ornn;Renata_Glasc;Loss;5;3;1;1;15;1;1;1;2;261;0;0;8.3;10620;340;0.204;32;17;5;5;5;1.02;0.54;0.16;0.16;0.124;6930;2384;4450;96;222;0.12;0.06;0.4;0;0;0;0;0;1490;114;3283;3;0;206;206;1975;0;35994;0;29;938;22945;0;6;24;0;0
Kiin;TOP;GEN;HLE;Doran;31.08.2024;3;5;v14.16;Summer_Playoffs_24;3;4;5;3;Red;00:31:16;Rumble;Tristana;Ashe;Azir;Nasus;KSante;Win;12;8;4;1;16;4;1;7;11;216;8;0;6.9;11669;373;0.205;32;10;7;5;5;1.02;0.32;0.16;0.22;0.112;24172;18794;5128;250;773;0.254;0.35;0.917;2;0;0;0;0;-769;-11;-592;-1;0;7734;7734;17651;0;36661;0;19;491;32674;38;7;22;0;0
Canyon;JUNGLE;GEN;HLE;Peanut;31.08.2024;3;5;v14.16;Summer_Playoffs_24;3;4;5;3;Red;00:31:16;Smolder;Nidalee;Corki;Vi;Skarner;Vi;Win;12;8;4;1;15;0;1;7;7;169;151;0;5.4;9481;303;0.167;41;14;7;11;10;1.31;0.45;0.35;0.22;0.144;8906;5602;2980;324;285;0.093;0.22;0.583;0;0;0;0;0;-802;-16;-318;-1;0;696;696;13963;0;41968;0;26;667;28034;36;12;26;0;0
Chovy;MID;GEN;HLE;Zeka;31.08.2024;3;5;v14.16;Summer_Playoffs_24;3;4;5;3;Red;00:31:16;Maokai;Ziggs;Skarner;KSante;Corki;Azir;Win;12;8;4;1;17;4;2;6;5;322;21;0;10.3;14587;467;0.256;50;14;15;8;6;1.6;0.45;0.26;0.48;0.175;34782;23543;6097;5142;1112;0.365;0.32;0.833;1;0;0;0;0;-596;0;542;0;0;8950;8950;7406;0;9764;0;1;61;18843;12;10;28;100;650
Peyz;ADCARRY;GEN;HLE;Viper;31.08.2024;3;5;v14.16;Summer_Playoffs_24;3;4;5;3;Red;00:31:16;Bard;Mordekaiser;Nasus;Senna;Ashe;Senna;Win;12;8;4;1;16;4;0;5;Perfect_KDA;302;26;0;9.7;13496;432;0.237;41;10;11;2;2;1.31;0.32;0.06;0.35;0.144;20755;19478;836;441;664;0.218;0.29;0.75;0;1;0;0;0;1378;120;2931;3;0;5828;5828;2384;0;3431;0;44;1056;5762;0;3;19;150;0
Lehends;SUPPORT;GEN;HLE;Delight;31.08.2024;3;5;v14.16;Summer_Playoffs_24;3;4;5;3;Red;00:31:16;Rakan;Udyr;Renata_Glasc;Ornn;Renata_Glasc;Ornn;Win;12;8;4;1;12;0;1;9;9;29;0;0;0.9;7649;245;0.134;121;81;9;21;21;3.87;2.59;0.67;0.29;0.425;6693;866;4981;846;214;0.07;0.29;0.75;0;0;0;0;0;-1490;-114;-3283;-3;0;874;874;1941;0;9371;4829;18;276;9807;26;23;37;0;0
Doran;TOP;HLE;GEN;Kiin;31.08.2024;3;5;v14.16;Summer_Playoffs_24;4;4;5;4;Blue;00:31:29;Tristana;Rumble;Ziggs;Maokai;Jax;KSante;Loss;10;3;0;0;15;1;4;4;1.3;226;12;0;7.2;10217;325;0.202;35;17;7;5;5;1.11;0.54;0.16;0.22;0.154;11085;5324;5697;64;352;0.139;0.16;0.5;0;0;0;0;0;-392;-6;-753;-1;0;3886;3886;5090;0;26389;0;15;142;30553;117;6;22;0;0
Peanut;JUNGLE;HLE;GEN;Canyon;31.08.2024;3;5;v14.16;Summer_Playoffs_24;4;4;5;4;Blue;00:31:29;Nidalee;Smolder;Vi;Corki;Vi;Maokai;Loss;10;3;0;0;14;1;5;6;1.4;186;167;0;5.9;9622;306;0.19;35;5;10;5;4;1.11;0.16;0.16;0.32;0.154;7314;7100;0;214;232;0.092;0.22;0.7;0;0;0;0;0;93;23;973;1;0;334;334;12341;0;30740;0;17;280;31620;168;6;24;0;0
Zeka;MID;HLE;GEN;Chovy;31.08.2024;3;5;v14.16;Summer_Playoffs_24;4;4;5;4;Blue;00:31:29;Azir;Yone;Zeri;Jhin;Zeri;Corki;Loss;10;3;0;0;15;6;5;3;1.8;249;12;0;7.9;12545;398;0.248;27;11;7;6;5;0.86;0.35;0.19;0.22;0.118;26381;18573;7472;336;838;0.33;0.29;0.9;0;1;0;0;0;-98;-26;-824;-1;0;3474;3474;7740;0;15722;0;6;116;25625;133;7;34;100;150
Viper;ADCARRY;HLE;GEN;Peyz;31.08.2024;3;5;v14.16;Summer_Playoffs_24;4;4;5;4;Blue;00:31:29;Nasus;Rakan;Leona;Blitzcrank;Ziggs;Jhin;Loss;10;3;0;0;15;2;6;6;1.3;257;2;0;8.2;11479;365;0.227;25;12;2;3;2;0.79;0.38;0.1;0.06;0.11;30152;631;29521;0;958;0.378;0.25;0.8;0;1;0;0;0;-2321;3;-399;-1;0;3157;3157;923;0;9442;0;17;330;16696;178;6;25;500;0
Delight;SUPPORT;HLE;GEN;Lehends;31.08.2024;3;5;v14.16;Summer_Playoffs_24;4;4;5;4;Blue;00:31:29;Poppy;Nautilus;Jax;KSante;Leona;Blitzcrank;Loss;10;3;0;0;10;0;8;5;0.6;34;0;0;1.1;6688;212;0.132;106;48;16;14;12;3.37;1.52;0.44;0.51;0.465;4923;1141;2516;1266;156;0.062;0.16;0.5;0;0;0;0;0;-262;13;158;0;0;0;0;237;0;24053;0;26;62;25562;152;16;30;0;0
Kiin;TOP;GEN;HLE;Doran;31.08.2024;3;5;v14.16;Summer_Playoffs_24;4;4;5;4;Red;00:31:29;Rumble;Tristana;Maokai;Ziggs;KSante;Jax;Win;28;10;4;1;16;0;3;17;5.7;206;8;0;6.5;10627;338;0.167;35;13;6;8;7;1.11;0.41;0.25;0.19;0.131;20572;16734;1954;1884;653;0.188;0.54;0.607;0;0;0;0;0;392;6;753;1;0;2939;2939;6355;0;32696;642;45;2190;26301;81;11;30;0;0
Canyon;JUNGLE;GEN;HLE;Peanut;31.08.2024;3;5;v14.16;Summer_Playoffs_24;4;4;5;4;Red;00:31:29;Smolder;Nidalee;Corki;Vi;Maokai;Vi;Win;28;10;4;1;15;1;2;21;11;139;123;0;4.4;9588;305;0.15;42;11;10;11;9;1.33;0.35;0.35;0.32;0.157;13446;1143;11937;366;427;0.123;0.7;0.786;0;0;0;0;0;-93;-23;-973;-1;0;2809;2809;28633;0;37847;1914;58;536;40802;28;12;28;0;0
Chovy;MID;GEN;HLE;Zeka;31.08.2024;3;5;v14.16;Summer_Playoffs_24;4;4;5;4;Red;00:31:29;Yone;Azir;Jhin;Zeri;Corki;Zeri;Win;28;10;4;1;18;9;1;14;23;327;32;0;10.4;17307;550;0.272;56;17;18;7;6;1.78;0.54;0.22;0.57;0.21;36141;25493;7254;3394;1148;0.331;0.73;0.821;0;1;0;0;0;98;26;824;1;0;12227;12227;8735;0;11500;0;4;116;17692;45;9;29;50;500
Peyz;ADCARRY;GEN;HLE;Viper;31.08.2024;3;5;v14.16;Summer_Playoffs_24;4;4;5;4;Red;00:31:29;Rakan;Nasus;Blitzcrank;Leona;Jhin;Ziggs;Win;28;10;4;1;17;18;1;10;28;297;19;0;9.4;17932;570;0.281;27;15;8;5;5;0.86;0.48;0.16;0.25;0.101;33938;28434;4710;794;1078;0.311;0.89;1;1;4;1;0;0;2321;-3;399;1;0;5066;5066;11591;0;9169;0;39;190;16871;20;7;28;100;100
Lehends;SUPPORT;GEN;HLE;Delight;31.08.2024;3;5;v14.16;Summer_Playoffs_24;4;4;5;4;Red;00:31:29;Nautilus;Poppy;KSante;Jax;Blitzcrank;Leona;Win;28;10;4;1;12;0;3;23;7.7;21;0;0;0.7;8271;263;0.13;107;64;6;18;18;3.4;2.03;0.57;0.19;0.401;5120;1757;2763;600;163;0.047;0.73;0.821;0;0;0;0;0;262;-13;-158;0;0;1162;1162;4082;162;15624;858;29;143;16009;64;20;34;0;0
kingen;TOP;DK;T1;Zeus;01.09.2024;2;6;v14.16;Summer_Playoffs_24;1;4;5;1;Blue;00:33:08;Azir;Rumble;Ziggs;Corki;Gnar;KSante;Win;9;10;2;2;17;1;1;4;5;239;20;0;7.2;12337;372;0.19;47;10;10;5;5;1.42;0.3;0.15;0.3;0.146;14552;12949;1087;516;439;0.233;0.15;0.556;0;0;0;0;0;452;17;1092;1;0;5973;5973;6650;0;19704;0;31;438;19095;0;6;25;0;0
Lucid;JUNGLE;DK;T1;Oner;01.09.2024;2;6;v14.16;Summer_Playoffs_24;1;4;5;1;Blue;00:33:08;Nasus;LeBlanc;Vi;Maokai;Vi;Maokai;Win;9;10;2;2;16;2;1;5;7;238;218;0;7.2;12757;385;0.196;49;16;7;14;14;1.48;0.48;0.42;0.21;0.152;6188;5566;0;622;187;0.099;0.21;0.778;0;0;0;0;0;1808;10;1806;1;0;1081;1081;17242;0;45386;0;14;378;28170;0;15;34;50;100
ShowMaker;MID;DK;T1;Faker;01.09.2024;2;6;v14.16;Summer_Playoffs_24;1;4;5;1;Blue;00:33:08;Lillia;Smolder;Leona;KSante;Taliyah;Corki;Win;9;10;2;2;17;4;0;3;Perfect_KDA;306;5;0;9.2;14242;430;0.219;59;26;10;14;13;1.78;0.78;0.42;0.3;0.183;17029;697;16276;56;514;0.272;0.21;0.778;0;1;0;0;0;36;-18;101;0;0;954;954;1778;255;3673;0;24;479;6610;0;16;34;50;0
Aiming;ADCARRY;DK;T1;Gumayusi;01.09.2024;2;6;v14.16;Summer_Playoffs_24;1;4;5;1;Blue;00:33:08;Jhin;Gangplank;Taliyah;Nilah;Ziggs;Nilah;Win;9;10;2;2;18;1;0;5;Perfect_KDA;376;13;0;11.3;16359;494;0.251;25;10;5;2;2;0.75;0.3;0.06;0.15;0.077;18755;559;18016;180;566;0.3;0.18;0.667;0;0;0;0;0;614;21;1061;0;0;20502;20502;619;0;3389;0;15;437;7090;0;4;25;0;0
Moham;SUPPORT;DK;T1;Keria;01.09.2024;2;6;v14.16;Summer_Playoffs_24;1;4;5;1;Blue;00:33:08;Miss_Fortune;Zeri;Gnar;Zilean;Leona;Zilean;Win;9;10;2;2;13;1;1;7;8;45;0;0;1.4;9370;283;0.144;143;61;27;16;16;4.32;1.84;0.48;0.81;0.443;5992;1020;3574;1398;181;0.096;0.24;0.889;0;0;0;0;0;258;5;-1920;-2;0;2528;2528;1733;0;14056;0;30;70;16580;14;18;34;0;0
Zeus;TOP;T1;DK;kingen;01.09.2024;2;6;v14.16;Summer_Playoffs_24;1;4;5;1;Red;00:33:08;Rumble;Azir;Corki;Ziggs;KSante;Gnar;Loss;3;3;2;0;16;1;3;2;1;243;0;0;7.3;10998;332;0.2;24;8;3;6;3;0.72;0.24;0.18;0.09;0.094;7552;5834;792;926;228;0.185;0.09;1;1;0;0;0;0;-452;-17;-1092;-1;0;1659;1659;2410;0;34640;537;21;2613;25373;85;7;28;0;0
Oner;JUNGLE;T1;DK;Lucid;01.09.2024;2;6;v14.16;Summer_Playoffs_24;1;4;5;1;Red;00:33:08;LeBlanc;Nasus;Maokai;Vi;Maokai;Vi;Loss;3;3;2;0;14;0;2;2;1;175;156;0;5.3;8945;270;0.162;51;12;16;10;10;1.54;0.36;0.3;0.48;0.201;7983;321;7364;298;241;0.196;0.06;0.667;0;0;0;0;0;-1808;-10;-1806;-1;0;0;0;17928;0;26892;1058;37;535;32621;42;11;27;0;0
Faker;MID;T1;DK;ShowMaker;01.09.2024;2;6;v14.16;Summer_Playoffs_24;1;4;5;1;Red;00:33:08;Smolder;Lillia;KSante;Leona;Corki;Taliyah;Loss;3;3;2;0;17;2;1;0;2;347;23;0;10.5;13876;419;0.252;43;15;10;6;6;1.3;0.45;0.18;0.3;0.169;13728;10094;2269;1365;414;0.337;0.06;0.667;0;0;0;0;0;-36;18;-101;0;0;1079;1079;5317;0;8314;0;2;113;13469;35;7;22;100;50
Gumayusi;ADCARRY;T1;DK;Aiming;01.09.2024;2;6;v14.16;Summer_Playoffs_24;1;4;5;1;Red;00:33:08;Gangplank;Jhin;Nilah;Taliyah;Nilah;Ziggs;Loss;3;3;2;0;17;0;3;1;0.3;353;12;0;10.7;13860;418;0.252;28;13;7;5;5;0.85;0.39;0.15;0.21;0.11;7381;7075;0;306;223;0.181;0.03;0.333;0;0;0;0;0;-614;-21;-1061;0;0;7538;7538;3850;631;21917;210;5;104;13186;48;7;24;0;50
Keria;SUPPORT;T1;DK;Moham;01.09.2024;2;6;v14.16;Summer_Playoffs_24;1;4;5;1;Red;00:33:08;Zeri;Miss_Fortune;Zilean;Gnar;Zilean;Leona;Loss;3;3;2;0;15;0;0;1;Perfect_KDA;33;0;0;1;7405;223;0.134;108;69;9;17;17;3.26;2.08;0.51;0.27;0.425;4085;1136;2921;28;123;0.1;0.03;0.333;0;0;0;0;0;-258;-5;1920;2;0;1952;1952;3053;2538;3003;811;12;78;5639;0;19;32;0;0
Zeus;TOP;T1;DK;kingen;01.09.2024;2;6;v14.16;Summer_Playoffs_24;2;4;5;2;Blue;00:29:46;LeBlanc;Rumble;Ziggs;Maokai;Camille;Gangplank;Win;20;8;3;0;17;14;3;4;6;238;4;0;8;16112;541;0.278;32;8;7;3;3;1.08;0.27;0.1;0.24;0.139;29238;15328;1619;12291;982;0.262;0.6;0.9;0;1;0;1;0;935;13;-145;0;0;10226;10226;6233;0;44096;0;24;321;35451;119;4;24;400;500
Oner;JUNGLE;T1;DK;Lucid;01.09.2024;2;6;v14.16;Summer_Playoffs_24;2;4;5;2;Blue;00:29:46;Smolder;Lillia;Sejuani;Nasus;Sejuani;Maokai;Win;20;8;3;0;15;1;1;16;17;197;165;0;6.6;11347;381;0.196;45;8;13;6;6;1.51;0.27;0.2;0.44;0.195;13328;7605;4541;1182;448;0.12;0.57;0.85;0;0;0;0;0;501;7;512;1;0;2318;2318;15670;0;54891;1335;27;392;43431;42;7;21;50;0
Faker;MID;T1;DK;ShowMaker;01.09.2024;2;6;v14.16;Summer_Playoffs_24;2;4;5;2;Blue;00:29:46;Vi;Jhin;Corki;Ezreal;Corki;Nasus;Win;20;8;3;0;16;3;3;10;4.3;255;16;0;8.6;12022;404;0.208;28;13;4;4;3;0.94;0.44;0.13;0.13;0.121;26960;18640;5435;2885;906;0.242;0.44;0.65;1;0;0;0;0;27;11;545;1;0;5453;5453;8258;0;15314;0;2;43;23913;133;6;23;0;200
Gumayusi;ADCARRY;T1;DK;Aiming;01.09.2024;2;6;v14.16;Summer_Playoffs_24;2;4;5;2;Blue;00:29:46;Leona;Kennen;Alistar;Nautilus;Ziggs;Ezreal;Win;20;8;3;0;15;2;3;13;5;263;0;0;8.8;11815;397;0.204;37;14;4;5;5;1.24;0.47;0.17;0.13;0.16;37195;697;36408;90;1250;0.334;0.5;0.75;0;0;0;0;0;-290;-14;-837;0;0;3942;3942;1737;0;7468;0;19;249;15437;115;8;23;0;250
Keria;SUPPORT;T1;DK;Moham;01.09.2024;2;6;v14.16;Summer_Playoffs_24;2;4;5;2;Blue;00:29:46;Renekton;NaN;Camille;Gangplank;Alistar;Nautilus;Win;20;8;3;0;12;0;3;12;4;39;0;0;1.3;6637;223;0.115;89;44;11;12;11;2.99;1.48;0.4;0.37;0.385;4704;422;3234;1048;158;0.042;0.4;0.6;0;0;0;0;0;-142;5;423;0;0;1892;1892;9737;6121;23993;0;27;54;22577;99;14;26;0;0
kingen;TOP;DK;T1;Zeus;01.09.2024;2;6;v14.16;Summer_Playoffs_24;2;4;5;2;Red;00:29:46;Rumble;LeBlanc;Maokai;Ziggs;Gangplank;Camille;Loss;13;6;1;1;16;5;4;4;2.3;200;12;0;6.7;11927;401;0.223;31;14;2;6;5;1.04;0.47;0.2;0.07;0.134;23978;13409;7131;3438;806;0.241;0.3;0.692;0;1;0;0;0;-935;-13;145;0;0;3310;3310;7281;0;18611;0;15;283;26617;154;8;29;250;100
Lucid;JUNGLE;DK;T1;Oner;01.09.2024;2;6;v14.16;Summer_Playoffs_24;2;4;5;2;Red;00:29:46;Lillia;Smolder;Nasus;Sejuani;Maokai;Sejuani;Loss;13;6;1;1;14;1;5;8;1.8;158;146;0;5.3;9477;318;0.177;40;12;8;13;11;1.34;0.4;0.44;0.27;0.172;17615;979;15870;766;592;0.177;0.3;0.692;0;0;0;0;0;-501;-7;-512;-1;1;224;224;19146;0;26564;0;45;555;45583;146;15;30;0;0
ShowMaker;MID;DK;T1;Faker;01.09.2024;2;6;v14.16;Summer_Playoffs_24;2;4;5;2;Red;00:29:46;Jhin;Vi;Ezreal;Corki;Nasus;Corki;Loss;13;6;1;1;15;2;5;5;1.4;219;4;0;7.4;10845;364;0.202;33;10;8;10;8;1.11;0.34;0.34;0.27;0.142;21679;11665;9823;191;728;0.218;0.24;0.538;0;0;0;0;0;-27;-11;-545;-1;0;7089;7089;8714;0;27673;0;14;395;31055;201;12;29;100;0
Aiming;ADCARRY;DK;T1;Gumayusi;01.09.2024;2;6;v14.16;Summer_Playoffs_24;2;4;5;2;Red;00:29:46;Kennen;Leona;Nautilus;Alistar;Ezreal;Ziggs;Loss;13;6;1;1;16;4;2;2;3;297;10;0;10;13798;464;0.257;29;14;7;3;3;0.97;0.47;0.1;0.24;0.125;28513;18458;8418;1637;958;0.287;0.2;0.462;0;1;0;0;0;290;14;837;0;0;7692;7692;6519;0;8418;0;5;147;17534;45;4;20;300;350
Moham;SUPPORT;DK;T1;Keria;01.09.2024;2;6;v14.16;Summer_Playoffs_24;2;4;5;2;Red;00:29:46;NaN;Renekton;Gangplank;Camille;Nautilus;Alistar;Loss;13;6;1;1;11;1;4;6;1.8;33;0;0;1.1;7549;254;0.141;99;48;12;16;13;3.33;1.61;0.54;0.4;0.427;7698;1734;4685;1279;259;0.077;0.24;0.538;0;0;0;0;0;142;-5;-423;0;0;1047;1047;1388;0;27189;0;53;208;21515;100;18;33;300;0
kingen;TOP;DK;T1;Zeus;01.09.2024;2;6;v14.16;Summer_Playoffs_24;3;4;5;3;Blue;00:27:39;Azir;Rumble;Maokai;Ziggs;Aatrox;Yone;Loss;7;1;0;0;14;0;7;3;0.4;173;4;0;6.3;7856;284;0.181;26;7;3;1;1;0.94;0.25;0.04;0.11;0.118;11074;9103;1971;0;401;0.21;0.11;0.429;0;0;0;0;0;-1604;-54;-1786;-1;0;998;998;9008;0;23523;0;13;189;34192;192;2;21;0;0
Lucid;JUNGLE;DK;T1;Oner;01.09.2024;2;6;v14.16;Summer_Playoffs_24;3;4;5;3;Blue;00:27:39;Nasus;Smolder;LeBlanc;Corki;Maokai;Sejuani;Loss;7;1;0;0;12;2;3;3;1.7;151;134;0;5.5;8553;309;0.198;30;9;7;6;5;1.08;0.33;0.22;0.25;0.136;12976;731;11910;335;469;0.247;0.18;0.714;0;0;0;0;0;-220;-18;-407;0;0;0;0;15820;0;17058;0;45;412;30839;86;7;21;100;0
ShowMaker;MID;DK;T1;Faker;01.09.2024;2;6;v14.16;Summer_Playoffs_24;3;4;5;3;Blue;00:27:39;Lillia;Vi;Jhin;Sejuani;LeBlanc;Corki;Loss;7;1;0;0;14;5;3;2;2.3;214;0;0;7.7;10922;395;0.252;50;21;11;5;5;1.81;0.76;0.18;0.4;0.226;16227;1523;12409;2295;587;0.308;0.25;1;1;0;0;0;0;-218;9;1168;1;0;1334;1334;1870;0;8448;0;12;38;18126;95;7;24;250;50
Aiming;ADCARRY;DK;T1;Gumayusi;01.09.2024;2;6;v14.16;Summer_Playoffs_24;3;4;5;3;Blue;00:27:39;Camille;Lee_Sin;Rell;Leona;Jhin;Ziggs;Loss;7;1;0;0;15;0;1;1;1;277;0;0;10;10510;380;0.243;29;10;9;2;1;1.05;0.36;0.07;0.33;0.131;9624;8749;803;72;348;0.183;0.04;0.143;0;0;0;0;0;-162;-4;-946;0;0;453;453;2987;0;4803;0;23;151;11522;0;3;20;0;0
Moham;SUPPORT;DK;T1;Keria;01.09.2024;2;6;v14.16;Summer_Playoffs_24;3;4;5;3;Blue;00:27:39;Vayne;Nocturne;Aatrox;Yone;Rell;Leona;Loss;7;1;0;0;9;0;7;3;0.4;16;0;0;0.6;5449;197;0.126;86;47;7;12;12;3.11;1.7;0.43;0.25;0.389;2721;503;1618;600;98;0.052;0.11;0.429;0;0;0;0;0;-577;-6;-809;-1;0;0;0;108;0;16039;0;21;47;17959;110;14;25;0;0
